numbers,stimuli,correctanswer,correctanswer2,condition,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key,accuracy,RTs,participant,gender,age,handedness,frameRate,expName,date
4,lawyer_4.png,a,g,t,3,1,25,3,a,1,0.4676327715,30,m,26,d,60.02297006,SNARC lie 2,2019_Apr_30_1211
6,lawyer_6.png,a,g,t,3,4,28,4,g,1,0.4676335049,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
4,lawyer_4.png,a,g,t,4,7,39,3,a,1,0.4676338714,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
3,lawyer_3.png,g,a,t,4,2,34,2,a,1,0.4676346043,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
4,lawyer_4.png,a,g,t,2,4,20,3,g,1,0.4676353375,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
8,lawyer_8.png,a,g,t,2,3,19,6,a,1,0.4676357042,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
3,lawyer_3.png,g,a,t,2,6,22,2,a,1,0.4676360707,6,f,21,d,60.01676381,SNARC lie 2,2019_Apr_10_0911
4,lawyer_4.png,a,g,t,2,3,19,3,a,1,0.4676371703,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
8,lawyer_8.png,a,g,t,4,6,38,6,g,1,0.4676371703,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
2,lawyer_2.png,a,g,t,4,3,35,1,a,1,0.4676386365,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
4,lawyer_4.png,a,g,t,3,0,24,3,g,1,0.4676393694,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
6,lawyer_6.png,a,g,t,1,6,14,4,g,1,0.4676401028,34,f,23,s,60.01557549,SNARC lie 2,2019_May_16_1156
7,lawyer_7.png,g,a,t,3,3,27,5,g,1,0.467640836,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
8,lawyer_8.png,a,g,t,0,5,5,6,g,1,0.4676415692,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
8,lawyer_8.png,a,g,t,3,2,26,6,g,1,0.4676415692,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
7,lawyer_7.png,g,a,t,4,7,39,5,a,1,0.4676423022,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
2,lawyer_2.png,a,g,t,1,1,9,1,a,1,0.4676434016,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
8,lawyer_8.png,a,g,t,1,6,14,6,g,1,0.4676437685,33,f,20,d,60.02283803,SNARC lie 1,2019_Apr_30_1445
4,lawyer_4.png,a,g,t,1,5,13,3,g,1,0.4676445015,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
3,lawyer_3.png,g,a,t,3,3,27,2,a,1,0.4676452347,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
7,lawyer_7.png,g,a,t,0,1,1,5,a,1,0.467647434,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
7,lawyer_7.png,g,a,t,1,2,10,5,a,1,0.46765,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
7,lawyer_7.png,g,a,t,4,6,38,5,a,1,0.4676514661,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
4,lawyer_4.png,a,g,t,3,5,29,3,a,1,0.4676518326,12,m,24,d,60.00131965,SNARC lie 2,2019_Apr_17_1403
6,lawyer_6.png,a,g,t,2,6,22,4,a,1,0.4676543986,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
9,lawyer_9.png,g,a,t,0,3,3,7,a,1,0.4676558649,9,m,27,d,60.0087107,SNARC lie 1,2019_Apr_10_1212
8,lawyer_8.png,a,g,t,0,0,0,6,g,1,0.4676562315,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
6,lawyer_6.png,a,g,t,1,7,15,4,g,1,0.4676562315,26,f,24,d,60.01636775,SNARC lie 2,2019_Apr_24_1700
3,lawyer_3.png,g,a,t,3,3,27,2,a,1,0.4676569647,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
3,lawyer_3.png,g,a,t,0,3,3,2,a,1,0.4676573311,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
6,lawyer_6.png,a,g,t,3,0,24,4,g,1,0.4676580641,26,f,24,d,60.01636775,SNARC lie 2,2019_Apr_24_1700
8,lawyer_8.png,a,g,t,0,7,7,6,g,1,0.4676587973,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
2,lawyer_2.png,a,g,t,1,5,13,1,g,1,0.4676587973,29,m,20,d,60.00580693,SNARC lie 1,2019_Apr_30_1119
7,lawyer_7.png,g,a,t,2,3,19,5,a,1,0.4676642958,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
2,lawyer_2.png,a,g,t,2,6,22,1,a,1,0.4676646623,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
3,lawyer_3.png,g,a,t,0,0,0,2,a,1,0.4676653954,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
2,lawyer_2.png,a,g,t,4,6,38,1,a,1,0.4676664951,19,f,19,d,60.02878139,SNARC lie 1,2019_Apr_18_1302
8,lawyer_8.png,a,g,t,1,7,15,6,g,1,0.4676664951,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
7,lawyer_7.png,g,a,t,0,5,5,5,a,1,0.4676672283,26,f,24,d,60.01636775,SNARC lie 2,2019_Apr_24_1700
7,lawyer_7.png,g,a,t,2,3,19,5,a,1,0.4676675948,19,f,19,d,60.02878139,SNARC lie 1,2019_Apr_18_1302
8,lawyer_8.png,a,g,t,3,3,27,6,g,1,0.4676679613,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
2,lawyer_2.png,a,g,t,4,0,32,1,a,1,0.467668328,30,m,26,d,60.02297006,SNARC lie 2,2019_Apr_30_1211
8,lawyer_8.png,a,g,t,2,0,16,6,g,1,0.4676686944,33,f,20,d,60.02283803,SNARC lie 1,2019_Apr_30_1445
9,lawyer_9.png,g,a,t,4,0,32,7,g,1,0.4676694276,11,f,21,d,60.03644348,SNARC lie 1,2019_Apr_10_1403
3,lawyer_3.png,g,a,t,1,3,11,2,a,1,0.4676694279,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
8,lawyer_8.png,a,g,t,0,0,0,6,g,1,0.4676723599,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
8,lawyer_8.png,a,g,t,4,3,35,6,a,1,0.4676727268,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
1,lawyer_1.png,g,a,t,4,4,36,0,g,1,0.4676738263,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
2,lawyer_2.png,a,g,t,2,0,16,1,g,1,0.4676738263,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
4,lawyer_4.png,a,g,t,0,3,3,3,a,1,0.4676752924,24,f,21,m,59.99393041,SNARC lie 2,2019_Apr_24_0942
2,lawyer_2.png,a,g,t,0,1,1,1,g,1,0.4676760256,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
4,lawyer_4.png,a,g,t,0,3,3,3,a,1,0.467677492,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
4,lawyer_4.png,a,g,t,1,0,8,3,a,1,0.467677492,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
8,lawyer_8.png,a,g,t,0,6,6,6,a,1,0.4676785916,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
1,lawyer_1.png,g,a,t,2,1,17,0,a,1,0.467679325,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,lawyer_2.png,a,g,t,0,4,4,1,g,1,0.467681524,9,m,27,d,60.0087107,SNARC lie 1,2019_Apr_10_1212
6,lawyer_6.png,a,g,t,4,2,34,4,a,1,0.4676818906,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
8,lawyer_8.png,a,g,t,2,4,20,6,g,1,0.4676829902,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
4,lawyer_4.png,a,g,t,1,3,11,3,g,1,0.4676829905,26,f,24,d,60.01636775,SNARC lie 2,2019_Apr_24_1700
7,lawyer_7.png,g,a,t,1,6,14,5,a,1,0.4676837234,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
9,lawyer_9.png,g,a,t,1,0,8,7,a,1,0.4676859227,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
1,lawyer_1.png,g,a,t,1,7,15,0,a,1,0.4676888552,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
6,lawyer_6.png,a,g,t,2,0,16,4,a,1,0.4676895884,6,f,21,d,60.01676381,SNARC lie 2,2019_Apr_10_0911
1,lawyer_1.png,g,a,t,1,4,12,0,a,1,0.4676921542,12,m,24,d,60.00131965,SNARC lie 2,2019_Apr_17_1403
6,lawyer_6.png,a,g,t,0,0,0,4,g,1,0.4676932539,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
9,lawyer_9.png,g,a,t,4,0,32,7,a,1,0.4676939873,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
8,lawyer_8.png,a,g,t,1,5,13,6,g,1,0.4676976528,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
2,lawyer_2.png,a,g,t,3,7,31,1,g,1,0.4676983858,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
6,lawyer_6.png,a,g,t,0,3,3,4,a,1,0.4677005848,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
2,lawyer_2.png,a,g,t,4,1,33,1,g,1,0.4677020514,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
7,lawyer_7.png,g,a,t,1,7,15,5,a,1,0.4677035175,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
8,lawyer_8.png,a,g,t,1,7,15,6,g,1,0.4677038842,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
7,lawyer_7.png,g,a,t,1,7,15,5,g,1,0.4677042508,1,f,27,d,59.90355943,SNARC lie 1,2019_Apr_01_1630
2,lawyer_2.png,a,g,t,0,7,7,1,a,1,0.4677079164,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
2,lawyer_2.png,a,g,t,0,3,3,1,a,1,0.4677082829,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
9,lawyer_9.png,g,a,t,4,2,34,7,a,1,0.4677104822,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
1,lawyer_1.png,g,a,t,2,7,23,0,a,1,0.4677126815,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
4,lawyer_4.png,a,g,t,2,2,18,3,g,1,0.4677152475,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
4,lawyer_4.png,a,g,t,4,7,39,3,g,1,0.4677200131,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
9,lawyer_9.png,g,a,t,2,4,20,7,a,1,0.4677247778,33,f,20,d,60.02283803,SNARC lie 1,2019_Apr_30_1445
1,lawyer_1.png,g,a,t,4,3,35,0,a,1,0.4677313762,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
9,lawyer_9.png,g,a,t,1,3,11,7,g,1,0.4677324758,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
7,lawyer_7.png,g,a,t,0,6,6,5,g,1,0.4677376079,24,f,21,m,59.99393041,SNARC lie 2,2019_Apr_24_0942
6,lawyer_6.png,a,g,t,2,1,17,4,a,1,0.4677387073,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
6,lawyer_6.png,a,g,t,3,0,24,4,a,1,0.4677398074,31,m,21,d,60.02297006,SNARC lie 1,2019_Apr_30_1303
1,lawyer_1.png,g,a,t,3,6,30,0,a,1,0.467745672,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
3,lawyer_3.png,g,a,t,3,5,29,2,g,1,0.467748971,13,f,19,d,60.00092376,SNARC lie 1,2019_Apr_17_1458
9,lawyer_9.png,g,a,t,4,2,34,7,a,1,0.4677592347,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
7,lawyer_7.png,g,a,t,4,3,35,5,g,1,0.4677621673,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
3,lawyer_3.png,g,a,t,1,5,13,2,a,1,0.4677672992,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
4,lawyer_4.png,a,g,t,0,0,0,3,g,1,0.4678006561,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
7,lawyer_7.png,g,a,t,4,1,33,5,a,1,0.467804322,34,f,23,s,60.01557549,SNARC lie 2,2019_May_16_1156
2,lawyer_2.png,a,g,t,2,6,22,1,g,1,0.4678079872,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
1,lawyer_1.png,g,a,t,3,5,29,0,a,1,0.4678387784,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
1,lawyer_1.png,g,a,t,4,1,33,0,a,1,0.4679113571,13,f,19,d,60.00092376,SNARC lie 1,2019_Apr_17_1458
4,lawyer_4.png,a,g,t,4,0,32,3,g,1,0.467948013,30,m,26,d,60.02297006,SNARC lie 2,2019_Apr_30_1211
7,lawyer_7.png,g,a,t,0,4,4,5,a,1,0.4684344376,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
9,lawyer_9.png,g,a,t,0,2,2,7,g,1,0.4833039353,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
4,lawyer_4.png,a,g,t,1,2,10,3,a,1,0.4833138323,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
7,lawyer_7.png,g,a,t,2,2,18,5,g,1,0.4834417617,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
9,lawyer_9.png,g,a,t,2,6,22,7,g,1,0.4835491639,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
1,lawyer_1.png,g,a,t,2,7,23,0,a,1,0.4835542955,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
6,lawyer_6.png,a,g,t,1,6,14,4,a,1,0.4835546621,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
2,lawyer_2.png,a,g,t,1,2,10,1,g,1,0.4835590608,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
8,lawyer_8.png,a,g,t,3,5,29,6,g,1,0.4835616271,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,lawyer_2.png,a,g,t,2,3,19,1,g,1,0.483563093,33,f,20,d,60.02283803,SNARC lie 1,2019_Apr_30_1445
7,lawyer_7.png,g,a,t,2,7,23,5,g,1,0.4835667587,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
9,lawyer_9.png,g,a,t,3,4,28,7,g,1,0.4836331059,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
6,lawyer_6.png,a,g,t,3,4,28,4,g,1,0.4837313439,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
4,lawyer_4.png,a,g,t,3,0,24,3,a,1,0.4838559742,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
9,lawyer_9.png,g,a,t,2,1,17,7,a,1,0.4838852991,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
7,lawyer_7.png,g,a,t,0,4,4,5,a,1,0.4839318521,1,f,27,d,59.90355943,SNARC lie 1,2019_Apr_01_1630
1,lawyer_1.png,g,a,t,2,5,21,0,g,1,0.4839615434,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
2,lawyer_2.png,a,g,t,0,7,7,1,a,1,0.4839666753,1,f,27,d,59.90355943,SNARC lie 1,2019_Apr_01_1630
9,lawyer_9.png,g,a,t,2,3,19,7,g,1,0.4839912349,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
9,lawyer_9.png,g,a,t,0,5,5,7,a,1,0.4840029647,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
1,lawyer_1.png,g,a,t,4,5,37,0,g,1,0.4840073634,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
9,lawyer_9.png,g,a,t,0,3,3,7,g,1,0.4840113956,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
3,lawyer_3.png,g,a,t,1,3,11,2,a,1,0.4840161609,3,f,20,d,60.01201092,SNARC lie 1,2019_Apr_09_1542
7,lawyer_7.png,g,a,t,0,6,6,5,a,1,0.4840289905,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
1,lawyer_1.png,g,a,t,4,7,39,0,a,1,0.4841906434,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
7,lawyer_7.png,g,a,t,0,6,6,5,g,1,0.484197608,5,f,22,d,60.06486318,SNARC lie 1,2019_Apr_09_1752
2,lawyer_2.png,a,g,t,2,1,17,1,a,1,0.4842097047,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
4,lawyer_4.png,a,g,t,1,6,14,3,a,1,0.4842111707,1,f,27,d,59.90355943,SNARC lie 1,2019_Apr_01_1630
2,lawyer_2.png,a,g,t,2,0,16,1,a,1,0.4842210677,12,m,24,d,60.00131965,SNARC lie 2,2019_Apr_17_1403
6,lawyer_6.png,a,g,t,0,6,6,4,a,1,0.4842210677,29,m,20,d,60.00580693,SNARC lie 1,2019_Apr_30_1119
3,lawyer_3.png,g,a,t,3,6,30,2,g,1,0.4842283991,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
1,lawyer_1.png,g,a,t,4,7,39,0,a,1,0.4842313315,4,f,24,d,60.03340485,SNARC lie 2,2019_Apr_09_1700
2,lawyer_2.png,a,g,t,3,7,31,1,a,1,0.4842382958,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
1,lawyer_1.png,g,a,t,4,3,35,0,a,1,0.4842401291,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
2,lawyer_2.png,a,g,t,1,3,11,1,g,1,0.4842474601,9,m,27,d,60.0087107,SNARC lie 1,2019_Apr_10_1212
7,lawyer_7.png,g,a,t,4,4,36,5,g,1,0.4842492929,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
8,lawyer_8.png,a,g,t,2,2,18,6,a,1,0.4842500263,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
7,lawyer_7.png,g,a,t,1,4,12,5,a,1,0.4842547913,11,f,21,d,60.03644348,SNARC lie 1,2019_Apr_10_1403
8,lawyer_8.png,a,g,t,0,0,0,6,g,1,0.4842558909,9,m,27,d,60.0087107,SNARC lie 1,2019_Apr_10_1212
8,lawyer_8.png,a,g,t,3,2,26,6,a,1,0.4842562575,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
9,lawyer_9.png,g,a,t,3,2,26,7,g,1,0.4842595565,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
9,lawyer_9.png,g,a,t,0,1,1,7,g,1,0.4842617558,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
9,lawyer_9.png,g,a,t,3,1,25,7,a,1,0.4842635887,29,m,20,d,60.00580693,SNARC lie 1,2019_Apr_30_1119
3,lawyer_3.png,g,a,t,0,6,6,2,g,1,0.4842639554,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
1,lawyer_1.png,g,a,t,3,4,28,0,a,1,0.4842654216,9,m,27,d,60.0087107,SNARC lie 1,2019_Apr_10_1212
2,lawyer_2.png,a,g,t,1,5,13,1,g,1,0.48427092,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
1,lawyer_1.png,g,a,t,2,7,23,0,a,1,0.4842712865,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
6,lawyer_6.png,a,g,t,1,6,14,4,g,1,0.4842723862,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
6,lawyer_6.png,a,g,t,2,3,19,4,a,1,0.4842738523,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
3,lawyer_3.png,g,a,t,4,7,39,2,a,1,0.4842749522,24,f,21,m,59.99393041,SNARC lie 2,2019_Apr_24_0942
1,lawyer_1.png,g,a,t,3,7,31,0,g,1,0.4842753187,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
1,lawyer_1.png,g,a,t,2,2,18,0,g,1,0.4842771515,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
1,lawyer_1.png,g,a,t,0,6,6,0,a,1,0.4842778845,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
9,lawyer_9.png,g,a,t,3,4,28,7,g,1,0.4842786177,21,f,20,d,60.02323421,SNARC lie 1,2019_Apr_18_1508
8,lawyer_8.png,a,g,t,2,2,18,6,a,1,0.4842797173,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
2,lawyer_2.png,a,g,t,4,7,39,1,a,1,0.4842804503,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
8,lawyer_8.png,a,g,t,1,2,10,6,a,1,0.4842811835,12,m,24,d,60.00131965,SNARC lie 2,2019_Apr_17_1403
9,lawyer_9.png,g,a,t,0,3,3,7,a,1,0.4842819166,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
6,lawyer_6.png,a,g,t,0,4,4,4,a,1,0.4842819166,35,m,21,d,60.01808426,SNARC lie 1,2019_May_16_1301
4,lawyer_4.png,a,g,t,1,4,12,3,a,1,0.4842819168,9,m,27,d,60.0087107,SNARC lie 1,2019_Apr_10_1212
7,lawyer_7.png,g,a,t,2,0,16,5,g,1,0.4842826501,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
2,lawyer_2.png,a,g,t,4,2,34,1,a,1,0.4842837495,18,f,23,d,60.01702786,SNARC lie 2,2019_Apr_18_1207
8,lawyer_8.png,a,g,t,3,6,30,6,g,1,0.484284116,34,f,23,s,60.01557549,SNARC lie 2,2019_May_16_1156
4,lawyer_4.png,a,g,t,3,3,27,3,g,1,0.4842852158,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
7,lawyer_7.png,g,a,t,1,2,10,5,a,1,0.4842877816,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
4,lawyer_4.png,a,g,t,4,0,32,3,a,1,0.4842888813,6,f,21,d,60.01676381,SNARC lie 2,2019_Apr_10_0911
9,lawyer_9.png,g,a,t,2,4,20,7,g,1,0.4842914473,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
3,lawyer_3.png,g,a,t,3,0,24,2,g,1,0.4842932802,36,f,20,d,60.02508316,SNARC lie 2,2019_May_16_1508
9,lawyer_9.png,g,a,t,3,5,29,7,g,1,0.4842936466,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
2,lawyer_2.png,a,g,t,2,2,18,1,g,1,0.4842943798,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
1,lawyer_1.png,g,a,t,4,1,33,0,g,1,0.4842943798,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
2,lawyer_2.png,a,g,t,4,2,34,1,a,1,0.4842965791,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
8,lawyer_8.png,a,g,t,4,3,35,6,g,1,0.4842965791,8,m,27,d,60.02468695,SNARC lie 2,2019_Apr_10_1125
1,lawyer_1.png,g,a,t,2,4,20,0,a,1,0.4842973122,1,f,27,d,59.90355943,SNARC lie 1,2019_Apr_01_1630
3,lawyer_3.png,g,a,t,4,3,35,2,g,1,0.4842991451,6,f,21,d,60.01676381,SNARC lie 2,2019_Apr_10_0911
9,lawyer_9.png,g,a,t,1,5,13,7,g,1,0.4843002446,32,f,21,d,60.00791881,SNARC lie 2,2019_Apr_30_1358
9,lawyer_9.png,g,a,t,0,4,4,7,g,1,0.4843002447,9,m,27,d,60.0087107,SNARC lie 1,2019_Apr_10_1212
7,lawyer_7.png,g,a,t,4,1,33,5,g,1,0.4843002448,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
3,lawyer_3.png,g,a,t,4,2,34,2,g,1,0.4843006112,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
7,lawyer_7.png,g,a,t,0,5,5,5,a,1,0.4843013445,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
1,lawyer_1.png,g,a,t,1,3,11,0,a,1,0.4843017105,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
9,lawyer_9.png,g,a,t,4,0,32,7,a,1,0.484301711,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
1,lawyer_1.png,g,a,t,2,1,17,0,a,1,0.4843020774,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
2,lawyer_2.png,a,g,t,3,4,28,1,g,1,0.4843020774,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
3,lawyer_3.png,g,a,t,3,0,24,2,a,1,0.4843024442,22,f,22,d,60.02178155,SNARC lie 2,2019_Apr_18_1558
1,lawyer_1.png,g,a,t,1,2,10,0,a,1,0.4843024442,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
1,lawyer_1.png,g,a,t,1,2,10,0,a,1,0.4843039103,31,m,21,d,60.02297006,SNARC lie 1,2019_Apr_30_1303
7,lawyer_7.png,g,a,t,1,4,12,5,g,1,0.484304277,23,f,24,d,60.01161484,SNARC lie 1,2019_Apr_18_1730
9,lawyer_9.png,g,a,t,0,7,7,7,g,1,0.4843046432,37,m,24,d,60.1277463,SNARC lie 1,2019_May_16_1648
2,lawyer_2.png,a,g,t,4,4,36,1,a,1,0.4843061101,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
3,lawyer_3.png,g,a,t,1,3,11,2,a,1,0.4843090421,15,f,19,d,60.03657565,SNARC lie 1,2019_Apr_17_1720
8,lawyer_8.png,a,g,t,0,5,5,6,g,1,0.4843105082,38,f,21,d,60.00791881,SNARC lie 2,2019_May_16_1737
8,lawyer_8.png,a,g,t,4,6,38,6,a,1,0.4843105085,17,f,26,d,60.03816113,SNARC lie 1,2019_Apr_18_1109
6,lawyer_6.png,a,g,t,1,2,10,4,g,1,0.4843105085,20,f,25,d,60.00527894,SNARC lie 2,2019_Apr_18_1410
8,lawyer_8.png,a,g,t,2,7,23,6,a,1,0.4843108747,34,f,23,s,60.01557549,SNARC lie 2,2019_May_16_1156
2,lawyer_2.png,a,g,t,2,4,20,1,g,1,0.4843112417,25,m,19,s,60.01491534,SNARC lie 1,2019_Apr_24_1610
2,lawyer_2.png,a,g,t,4,1,33,1,a,1,0.4843123411,27,f,24,d,60.02257397,SNARC lie 1,2019_Apr_29_1114
2,lawyer_2.png,a,g,t,1,7,15,1,g,1,0.4843123411,14,m,21,d,60.00686277,SNARC lie 2,2019_Apr_17_1552
9,lawyer_9.png,g,a,t,1,0,8,7,a,1,0.4843127076,33,f,20,d,60.02283803,SNARC lie 1,2019_Apr_30_1445
6,lawyer_6.png,a,g,t,2,2,18,4,g,1,0.4843138075,7,f,24,d,60.00171555,SNARC lie 1,2019_Apr_10_1010
